iter	RMSE
1517	5.527302649
1518	5.526847451
1519	5.525909183
1520	5.525707312
1521	5.522326252
1522	5.521397112
1523	5.519801862
1524	5.517550281
1525	5.516426796
1526	5.515385742
1527	5.512471383
1528	5.510027224
1529	5.507458142
1530	5.507380158
1531	5.50521675
1532	5.503821538
1533	5.503001712
1534	5.501250402
1535	5.497734955
1536	5.496214076
1537	5.494126352
1538	5.492716388
1539	5.491680299
1540	5.490130273
1541	5.489197852
1542	5.488251235
1543	5.487437413
1544	5.486954348
1545	5.484755609
1546	5.483049592
1547	5.480650758
1548	5.478569621
1549	5.476986508
1550	5.475153647
1551	5.474119229
1552	5.471604585
1553	5.470980061
1554	5.469392121
1555	5.469013795
1556	5.46728559
1557	5.464735062
1558	5.463641655
1559	5.462718057
1560	5.461824037
1561	5.460548239
1562	5.458961231
1563	5.457379282
1564	5.455860811
1565	5.455466594
1566	5.454399657
1567	5.453573497
1568	5.451847331
1569	5.450284353
1570	5.448901085
1571	5.448403306
1572	5.446252497
1573	5.44537372
1574	5.443965735
1575	5.443433392
1576	5.442327913
1577	5.441215103
1578	5.439923685
1579	5.438005686
1580	5.436866719
1581	5.435102683
1582	5.43373401
1583	5.43309606
1584	5.431225826
1585	5.429458038
1586	5.427969678
1587	5.426932149
1588	5.424497718
1589	5.423334696
1590	5.421877408
1591	5.421830204
1592	5.418823051
1593	5.416244608
1594	5.415311623
1595	5.41410253
1596	5.413781622
1597	5.412267979
1598	5.410700051
1599	5.409525921
1600	5.407444237
1601	5.405936379
1602	5.404793439
1603	5.40168888
1604	5.40133148
1605	5.399810029
1606	5.398808595
1607	5.394916525
1608	5.392938014
1609	5.392421396
1610	5.391983547
1611	5.390831853
1612	5.389922401
1613	5.389058057
1614	5.387080333
1615	5.38597198
1616	5.382651245
1617	5.381657494
1618	5.379893857
1619	5.37893245
1620	5.378371457
1621	5.377190948
1622	5.375711929
1623	5.373036048
1624	5.371565956
1625	5.370518222
1626	5.368552804
1627	5.367215698
1628	5.36671525
1629	5.366080062
1630	5.366066244
1631	5.365605311
1632	5.363970049
1633	5.361777564
1634	5.360946742
1635	5.360176189
1636	5.359960614
1637	5.358934636
1638	5.357803705
1639	5.356452212
1640	5.355259711
1641	5.352974734
1642	5.352182782
1643	5.350249002
1644	5.349542838
1645	5.347613826
1646	5.346724096
1647	5.345177359
1648	5.343434506
1649	5.341153507
1650	5.340344992
1651	5.339600278
1652	5.339122018
1653	5.337847454
1654	5.336051507
1655	5.335297644
1656	5.333479658
1657	5.332169622
1658	5.330898
1659	5.32977024
1660	5.329712474
1661	5.328666038
1662	5.327414966
1663	5.325497057
1664	5.324610097
