iter	Passed	Remaining
1664	95368	19188
1665	95428	19131
1666	95484	19073
1667	95544	19017
1668	95605	18960
1669	95664	18903
1670	95722	18846
1671	95779	18789
1672	95839	18732
1673	95897	18675
1674	95955	18618
1675	96014	18561
1676	96072	18504
1677	96129	18446
1678	96189	18389
1679	96261	18335
1680	96320	18278
1681	96376	18221
1682	96434	18163
1683	96492	18106
1684	96548	18049
1685	96606	17991
1686	96667	17935
1687	96725	17878
1688	96788	17821
1689	96846	17764
1690	96903	17707
1691	96964	17650
1692	97024	17593
1693	97079	17536
1694	97141	17479
1695	97197	17422
1696	97256	17365
1697	97312	17307
1698	97368	17250
1699	97426	17192
1700	97488	17136
1701	97544	17078
1702	97602	17021
1703	97663	16965
1704	97719	16907
1705	97775	16849
1706	97832	16792
1707	97892	16735
1708	97948	16678
1709	98007	16621
1710	98065	16563
1711	98125	16507
1712	98179	16449
1713	98240	16392
1714	98300	16335
1715	98357	16278
1716	98413	16220
1717	98472	16163
1718	98532	16106
1719	98590	16049
1720	98653	15993
1721	98716	15936
1722	98774	15879
1723	98829	15821
1724	98885	15764
1725	98942	15706
1726	98998	15649
1727	99055	15592
1728	99114	15534
1729	99171	15477
1730	99231	15420
1731	99289	15363
1732	99345	15305
1733	99400	15248
1734	99460	15191
1735	99522	15134
1736	99581	15077
1737	99641	15020
1738	99708	14964
1739	99765	14907
1740	99825	14850
1741	99884	14793
1742	99954	14737
1743	100014	14681
1744	100075	14624
1745	100136	14567
1746	100197	14510
1747	100256	14453
1748	100313	14396
1749	100373	14339
1750	100437	14282
1751	100494	14225
1752	100550	14167
1753	100608	14110
1754	100668	14053
1755	100726	13996
1756	100782	13938
1757	100841	13881
1758	100901	13824
1759	100959	13767
1760	101018	13710
1761	101080	13653
1762	101140	13596
1763	101201	13539
1764	101257	13481
1765	101313	13424
1766	101375	13367
1767	101434	13310
1768	101492	13253
1769	101552	13196
1770	101612	13139
1771	101672	13082
1772	101731	13024
1773	101790	12967
1774	101851	12910
1775	101908	12853
1776	101967	12796
1777	102025	12738
1778	102085	12681
1779	102143	12624
1780	102204	12567
1781	102264	12510
1782	102322	12453
1783	102384	12396
1784	102440	12338
1785	102500	12281
1786	102558	12224
1787	102615	12166
1788	102672	12109
1789	102730	12052
1790	102783	11994
1791	102840	11936
1792	102898	11879
1793	102954	11822
1794	103015	11765
1795	103072	11707
1796	103129	11650
1797	103186	11592
1798	103247	11535
1799	103303	11478
1800	103366	11421
1801	103422	11363
1802	103479	11306
1803	103537	11249
1804	103594	11191
1805	103653	11134
1806	103710	11077
1807	103768	11019
1808	103825	10962
1809	103882	10904
1810	103940	10847
1811	104000	10790
1812	104057	10732
1813	104116	10675
1814	104174	10618
1815	104231	10560
1816	104289	10503
1817	104350	10446
1818	104408	10389
1819	104476	10332
1820	104533	10275
1821	104589	10217
1822	104647	10160
1823	104704	10103
1824	104763	10045
1825	104820	9988
1826	104879	9931
1827	104937	9873
1828	104994	9816
1829	105061	9759
1830	105118	9702
1831	105177	9645
1832	105235	9587
1833	105292	9530
1834	105352	9473
1835	105412	9415
1836	105474	9358
1837	105535	9301
1838	105596	9244
1839	105657	9187
1840	105715	9130
1841	105782	9073
1842	105849	9017
1843	105913	8960
1844	105970	8902
1845	106030	8845
1846	106088	8788
1847	106146	8730
1848	106206	8673
1849	106262	8615
1850	106323	8558
1851	106383	8501
1852	106443	8444
1853	106503	8387
1854	106562	8329
1855	106626	8272
1856	106683	8215
1857	106742	8157
1858	106800	8100
1859	106863	8043
1860	106921	7986
1861	106981	7928
1862	107040	7871
1863	107100	7814
1864	107157	7756
1865	107220	7699
1866	107281	7642
1867	107339	7584
1868	107397	7527
1869	107454	7470
1870	107515	7412
1871	107574	7355
1872	107632	7298
1873	107689	7240
1874	107750	7183
1875	107808	7125
1876	107866	7068
1877	107934	7011
1878	107991	6954
1879	108049	6896
1880	108109	6839
1881	108177	6782
1882	108236	6725
1883	108293	6667
1884	108352	6610
1885	108410	6552
1886	108471	6495
1887	108531	6438
1888	108591	6380
1889	108660	6324
1890	108715	6266
1891	108772	6209
1892	108831	6151
1893	108891	6094
1894	108948	6036
1895	109007	5979
1896	109064	5921
1897	109122	5864
1898	109179	5806
1899	109238	5749
1900	109296	5691
1901	109351	5634
1902	109409	5576
1903	109465	5519
1904	109522	5461
1905	109579	5404
1906	109637	5346
1907	109695	5289
1908	109753	5231
1909	109812	5174
1910	109869	5116
1911	109926	5059
1912	109983	5001
1913	110041	4944
1914	110097	4886
1915	110155	4829
1916	110211	4771
1917	110272	4714
1918	110331	4657
1919	110391	4599
1920	110448	4542
1921	110507	4484
1922	110567	4427
1923	110625	4369
1924	110683	4312
1925	110742	4254
1926	110799	4197
1927	110857	4139
1928	110917	4082
1929	110975	4025
1930	111033	3967
1931	111091	3910
1932	111146	3852
1933	111202	3794
1934	111256	3737
1935	111313	3679
1936	111371	3622
1937	111429	3564
1938	111488	3507
1939	111544	3449
1940	111603	3392
1941	111660	3334
1942	111716	3277
1943	111771	3219
1944	111829	3162
1945	111890	3104
1946	111947	3047
1947	112005	2989
1948	112065	2932
1949	112122	2874
1950	112178	2817
1951	112233	2759
1952	112289	2702
1953	112343	2644
1954	112398	2587
1955	112455	2529
1956	112512	2472
1957	112568	2414
1958	112627	2357
1959	112688	2299
1960	112744	2242
1961	112800	2184
1962	112859	2127
1963	112919	2069
1964	112976	2012
1965	113033	1954
1966	113092	1897
1967	113165	1840
1968	113220	1782
1969	113277	1725
1970	113333	1667
1971	113390	1610
1972	113446	1552
1973	113500	1494
1974	113556	1437
1975	113614	1379
1976	113671	1322
1977	113726	1264
1978	113784	1207
1979	113842	1149
1980	113901	1092
1981	113957	1034
1982	114012	977
1983	114067	919
1984	114121	862
1985	114178	804
1986	114235	747
1987	114290	689
1988	114345	632
1989	114401	574
1990	114455	517
1991	114510	459
1992	114568	402
1993	114624	344
1994	114682	287
1995	114747	229
1996	114803	172
1997	114861	114
1998	114919	57
1999	114976	0
